nom_amenageur,siren_amenageur,contact_amenageur,nom_operateur,contact_operateur,telephone_operateur,nom_enseigne,id_station_itinerance,id_station_local,nom_station,implantation_station,adresse_station,code_insee_commune,coordonneesXY,nbre_pdc,id_pdc_itinerance,id_pdc_local,puissance_nominale,prise_type_ef,prise_type_2,prise_type_combo_ccs,prise_type_chademo,prise_type_autre,gratuit,paiement_acte,paiement_cb,paiement_autre,tarification,condition_acces,reservation,horaires,accessibilite_pmr,restriction_gabarit,station_deux_roues,raccordement,num_pdl,date_mise_en_service,observations,date_maj,cable_t2_attache
Borneco,"","",Borneco | FR*BHM,technique.borneco@gmail.com,+33123456789,BornEco,Non concerné,756453,BornEco/63dcef1cde530c3ec2928c1e,Voirie,"3  Place Maurice de Sully, Sully-sur-Loire  45600  France",""," [2.376104 , 47.765942] ",2,FRBHMEPARKINGSULLY2,1843875,22,False,True,False,False,False,False,False,"",True,"",Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,"",,"","",2023-04-21,False
Borneco,"","",Borneco | FR*BHM,technique.borneco@gmail.com,+33123456789,BornEco,Non concerné,767313,BornEco/63dcf0bade530c3ec2928d14,Parking public,"6  Place Dupont Perrot, Nangis  77370  France",""," [3.011686 , 48.557306] ",4,FRBHMEPOSTENANGIS2,1943625,22,False,True,False,False,False,False,False,"",True,"",Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,"",,"","",2023-04-21,False
Borneco,"","",Borneco | FR*BHM,technique.borneco@gmail.com,+33123456789,BornEco,Non concerné,767313,BornEco/63dcf0bade530c3ec2928d14,Parking public,"6  Place Dupont Perrot, Nangis  77370  France",""," [3.011686 , 48.557306] ",4,FRBHMEPOSTENANGIS1,1943622,22,False,True,False,False,False,False,False,"",True,"",Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,"",,"","",2023-04-21,False
Borneco,"","",Borneco | FR*BHM,technique.borneco@gmail.com,+33123456789,BornEco,Non concerné,767313,BornEco/63dcf0bade530c3ec2928d14,Parking public,"6  Place Dupont Perrot, Nangis  77370  France",""," [3.011686 , 48.557306] ",4,FRBHMEPOSTENANGIS4,1943631,22,False,True,False,False,False,False,False,"",True,"",Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,"",,"","",2023-04-21,False
Borneco,"","",Borneco | FR*BHM,technique.borneco@gmail.com,+33123456789,BornEco,Non concerné,767304,BornEco/640729936e73c7acf2766af1,Parking public,"189  Avenue de Fontainebleau, Saint-Fargeau-Ponthierry  77310  France",""," [2.528778 , 48.535592] ",1,FRBHMESAINTFARGEAU1,1943601,22,False,True,False,False,False,False,False,"",True,"",Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,"",,"","",2023-04-21,False
WATTZHUB,"","",WattzHub | FR*SMI,contact@wattzhub.com,+33185412867,WattzHub,Non concerné,510419,WattzHub/625fc63fb907c5cc90734800,Parking public,"40  Allée de la Mare Jodoin, Gif-sur-Yvette  91190  France",""," [2.106539 , 48.680822] ",2,FRSMIE625EBD7D7FBD54C1B3121,1222886,3.7,False,True,False,False,False,False,False,"",True,"",Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,"",,"","",2023-04-21,False
WATTZHUB,"","",WattzHub | FR*SMI,contact@wattzhub.com,+33185412867,WattzHub,Non concerné,510419,WattzHub/625fc63fb907c5cc90734800,Parking public,"40  Allée de la Mare Jodoin, Gif-sur-Yvette  91190  France",""," [2.106539 , 48.680822] ",2,FRSMIEMYCOMPANY1011,1984254,7.4,False,True,False,False,False,False,False,"",True,"",Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,"",,"","",2023-04-21,False
SMEG Développement,"","",evZen | FR*EVZ,support@evzen.com,+33123456789,CARF - Bornes Publiques,Non concerné,377772,CARF - Bornes Publiques/0246A32B-4DA5-45F3-83CD-58BBBA40C570,Parking public,"  Quai de Monléon, Menton  06500  France",""," [7.507033 , 43.775118] ",8,FREVZEASLY1,925946,22,True,True,False,False,False,True,True,"",True,"",Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,"",,"","",2022-10-17,False
SMEG Développement,"","",evZen | FR*EVZ,support@evzen.com,+33123456789,CARF - Bornes Publiques,Non concerné,377772,CARF - Bornes Publiques/0246A32B-4DA5-45F3-83CD-58BBBA40C570,Parking public,"  Quai de Monléon, Menton  06500  France",""," [7.507033 , 43.775118] ",8,FREVZEALAA1,899379,22,True,True,False,False,False,True,True,"",True,"",Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,"",,"","",2022-10-17,False
SMEG Développement,"","",evZen | FR*EVZ,support@evzen.com,+33123456789,CARF - Bornes Publiques,Non concerné,377772,CARF - Bornes Publiques/0246A32B-4DA5-45F3-83CD-58BBBA40C570,Parking public,"  Quai de Monléon, Menton  06500  France",""," [7.507033 , 43.775118] ",8,FREVZEARMA1,925940,22,True,True,False,False,False,True,True,"",True,"",Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,"",,"","",2022-10-17,False
SMEG Développement,"","",evZen | FR*EVZ,support@evzen.com,+33123456789,CARF - Bornes Publiques,Non concerné,377772,CARF - Bornes Publiques/0246A32B-4DA5-45F3-83CD-58BBBA40C570,Parking public,"  Quai de Monléon, Menton  06500  France",""," [7.507033 , 43.775118] ",8,FREVZEAMSI1,899373,22,True,True,False,False,False,True,True,"",True,"",Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,"",,"","",2022-10-17,False
SMEG Développement,"","",evZen | FR*EVZ,support@evzen.com,+33123456789,CARF - Bornes Publiques,Non concerné,593318,CARF - Bornes Publiques/02D28A55-8180-4EE2-967B-C4DE85CE8DE6,Parking public,"37  Boulevard Rouvier, Breil-sur-Roya  06540  France",""," [7.51395 , 43.936804] ",2,FREVZEBRIK1,1446797,22,True,True,False,False,False,False,True,"",True,"",Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,"",,"","",2022-10-25,False
SMEG Développement,"","",evZen | FR*EVZ,support@evzen.com,+33123456789,CARF - Bornes Publiques,Non concerné,593318,CARF - Bornes Publiques/02D28A55-8180-4EE2-967B-C4DE85CE8DE6,Parking public,"37  Boulevard Rouvier, Breil-sur-Roya  06540  France",""," [7.51395 , 43.936804] ",2,FREVZEBREI1,1446794,22,True,True,False,False,False,False,True,"",True,"",Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,"",,"","",2022-10-25,False
SMEG Développement,"","",evZen | FR*EVZ,support@evzen.com,+33123456789,CARF - Bornes Publiques,Non concerné,683231,CARF - Bornes Publiques/1FE96331-2018-4918-AA44-11F7900143C8,Parking public,"68  Chemin de Saint-Antonin, Castillon  06500  France",""," [7.472565 , 43.833315] ",2,FREVZEEDIL1,1653446,22,True,True,False,False,False,False,True,"",True,"",Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,"",,"","",2022-12-19,False
SMEG Développement,"","",evZen | FR*EVZ,support@evzen.com,+33123456789,CARF - Bornes Publiques,Non concerné,683231,CARF - Bornes Publiques/1FE96331-2018-4918-AA44-11F7900143C8,Parking public,"68  Chemin de Saint-Antonin, Castillon  06500  France",""," [7.472565 , 43.833315] ",2,FREVZEEHUD1,1653449,22,True,True,False,False,False,False,True,"",True,"",Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,"",,"","",2022-12-19,False
SMEG Développement,"","",evZen | FR*EVZ,support@evzen.com,+33123456789,CARF - Bornes Publiques,Non concerné,674639,CARF - Bornes Publiques/25F18F8B-FED0-497F-9D7D-71FEF99B4A70,Parking public,"  Avenue Paul Doumer, Roquebrune-Cap-Martin  06190  France",""," [7.47374 , 43.758054] ",2,FREVZEKDEN1,1622735,22,True,True,False,False,False,False,True,"",True,"",Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,"",,"","",2022-12-01,False
SMEG Développement,"","",evZen | FR*EVZ,support@evzen.com,+33123456789,CARF - Bornes Publiques,Non concerné,674639,CARF - Bornes Publiques/25F18F8B-FED0-497F-9D7D-71FEF99B4A70,Parking public,"  Avenue Paul Doumer, Roquebrune-Cap-Martin  06190  France",""," [7.47374 , 43.758054] ",2,FREVZEKIOR1,1622738,22,True,True,False,False,False,False,True,"",True,"",Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,"",,"","",2022-12-01,False
SMEG Développement,"","",evZen | FR*EVZ,support@evzen.com,+33123456789,CARF - Bornes Publiques,Non concerné,590672,CARF - Bornes Publiques/30863A27-91A6-40AA-9C8C-2A08ADC581E5,Parking public,"11  Boulevard Borriglione, Moulinet  06380  France",""," [7.414438 , 43.941508] ",4,FREVZETHEL1,1439132,22,True,True,False,False,False,False,True,"",True,"",Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,"",,"","",2022-10-25,False
SMEG Développement,"","",evZen | FR*EVZ,support@evzen.com,+33123456789,CARF - Bornes Publiques,Non concerné,590672,CARF - Bornes Publiques/30863A27-91A6-40AA-9C8C-2A08ADC581E5,Parking public,"11  Boulevard Borriglione, Moulinet  06380  France",""," [7.414438 , 43.941508] ",4,FREVZETMIA1,1439135,22,True,True,False,False,False,False,True,"",True,"",Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,"",,"","",2022-10-25,False
SMEG Développement,"","",evZen | FR*EVZ,support@evzen.com,+33123456789,CARF - Bornes Publiques,Non concerné,590672,CARF - Bornes Publiques/30863A27-91A6-40AA-9C8C-2A08ADC581E5,Parking public,"11  Boulevard Borriglione, Moulinet  06380  France",""," [7.414438 , 43.941508] ",4,FREVZETEDI1,1439129,22,True,True,False,False,False,False,True,"",True,"",Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,"",,"","",2022-10-25,False
SMEG Développement,"","",evZen | FR*EVZ,support@evzen.com,+33123456789,CARF - Bornes Publiques,Non concerné,590672,CARF - Bornes Publiques/30863A27-91A6-40AA-9C8C-2A08ADC581E5,Parking public,"11  Boulevard Borriglione, Moulinet  06380  France",""," [7.414438 , 43.941508] ",4,FREVZETABB1,1439126,22,True,True,False,False,False,False,True,"",True,"",Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,"",,"","",2022-10-25,False
SMEG Développement,"","",evZen | FR*EVZ,support@evzen.com,+33123456789,CARF - Bornes Publiques,Non concerné,593321,CARF - Bornes Publiques/31B87691-9930-4034-AF37-E159F2AB1A15,Parking public,"40  Chemin de Peille, Gorbio  06500  France",""," [7.442932 , 43.78694] ",2,FREVZEGEMA1,1446800,22,True,True,False,False,False,False,True,"",True,"",Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,"",,"","",2022-10-25,False
SMEG Développement,"","",evZen | FR*EVZ,support@evzen.com,+33123456789,CARF - Bornes Publiques,Non concerné,593321,CARF - Bornes Publiques/31B87691-9930-4034-AF37-E159F2AB1A15,Parking public,"40  Chemin de Peille, Gorbio  06500  France",""," [7.442932 , 43.78694] ",2,FREVZEISAQ1,1446803,22,True,True,False,False,False,False,True,"",True,"",Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,"",,"","",2022-10-25,False
SMEG Développement,"","",evZen | FR*EVZ,support@evzen.com,+33123456789,CARF - Bornes Publiques,Non concerné,593324,CARF - Bornes Publiques/366DA9E5-C295-45AD-B9EC-911517B8A0A6,Parking public,"95  Avenue du Dr Joseph Daveo, Saorge  06540  France",""," [7.551562 , 43.989458] ",2,FREVZEEIMI1,1446806,22,True,True,False,False,False,False,True,"",True,"",Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,"",,"","",2022-10-25,False
SMEG Développement,"","",evZen | FR*EVZ,support@evzen.com,+33123456789,CARF - Bornes Publiques,Non concerné,593324,CARF - Bornes Publiques/366DA9E5-C295-45AD-B9EC-911517B8A0A6,Parking public,"95  Avenue du Dr Joseph Daveo, Saorge  06540  France",""," [7.551562 , 43.989458] ",2,FREVZEEIMY1,1446809,22,True,True,False,False,False,False,True,"",True,"",Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,"",,"","",2022-10-25,False
SMEG Développement,"","",evZen | FR*EVZ,support@evzen.com,+33123456789,CARF - Bornes Publiques,Non concerné,683234,CARF - Bornes Publiques/44287F2F-18FC-4312-BE87-87739EAF3357,Parking public,"  Place Neuve, La Turbie  06320  France",""," [7.399986 , 43.744711] ",2,FREVZEOBED1,1653452,22,True,True,False,False,False,False,True,"",True,"",Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,"",,"","",2022-12-19,False
SMEG Développement,"","",evZen | FR*EVZ,support@evzen.com,+33123456789,CARF - Bornes Publiques,Non concerné,683234,CARF - Bornes Publiques/44287F2F-18FC-4312-BE87-87739EAF3357,Parking public,"  Place Neuve, La Turbie  06320  France",""," [7.399986 , 43.744711] ",2,FREVZEOBRA1,1653455,22,True,True,False,False,False,False,True,"",True,"",Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,"",,"","",2022-12-19,False
SMEG Développement,"","",evZen | FR*EVZ,support@evzen.com,+33123456789,CARF - Bornes Publiques,Non concerné,674633,CARF - Bornes Publiques/4E5A40E1-AB25-4ADD-A460-22AA8193CB6F,Parking public,"  Avenue du 16 Septembre 1947, Tende  06430  France",""," [7.59311 , 44.089897] ",2,FREVZEABEM1,1622726,22,True,True,False,False,False,False,True,"",True,"",Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,"",,"","",2022-12-01,False
SMEG Développement,"","",evZen | FR*EVZ,support@evzen.com,+33123456789,CARF - Bornes Publiques,Non concerné,674633,CARF - Bornes Publiques/4E5A40E1-AB25-4ADD-A460-22AA8193CB6F,Parking public,"  Avenue du 16 Septembre 1947, Tende  06430  France",""," [7.59311 , 44.089897] ",2,FREVZEABEL1,1622723,22,True,True,False,False,False,False,True,"",True,"",Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,"",,"","",2022-12-01,False
SMEG Développement,"","",evZen | FR*EVZ,support@evzen.com,+33123456789,CARF - Bornes Publiques,Non concerné,377766,CARF - Bornes Publiques/50298C72-AF6A-4A0E-B49C-304F82EECC24,Parking public,"81  Avenue Cernuschi, Menton  06500  France",""," [7.48751 , 43.77632] ",4,FREVZEMIRA1,899346,22,True,True,False,False,False,True,True,"",True,"",Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,"",,"","",2023-04-18,False
SMEG Développement,"","",evZen | FR*EVZ,support@evzen.com,+33123456789,CARF - Bornes Publiques,Non concerné,377766,CARF - Bornes Publiques/50298C72-AF6A-4A0E-B49C-304F82EECC24,Parking public,"81  Avenue Cernuschi, Menton  06500  France",""," [7.48751 , 43.77632] ",4,FREVZEMILY1,899349,22,True,True,False,False,False,True,True,"",True,"",Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,"",,"","",2023-04-18,False
SMEG Développement,"","",evZen | FR*EVZ,support@evzen.com,+33123456789,CARF - Bornes Publiques,Non concerné,597192,CARF - Bornes Publiques/52948FDE-1CE5-4462-BD34-8B5A6EF684DA,Parking public,"5  Place de la Résistance, Tende  06430  France",""," [7.5946 , 44.082484] ",2,FREVZEDIVA1,1458909,22,True,True,False,False,False,False,True,"",True,"",Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,"",,"","",2022-11-22,False
SMEG Développement,"","",evZen | FR*EVZ,support@evzen.com,+33123456789,CARF - Bornes Publiques,Non concerné,597192,CARF - Bornes Publiques/52948FDE-1CE5-4462-BD34-8B5A6EF684DA,Parking public,"5  Place de la Résistance, Tende  06430  France",""," [7.5946 , 44.082484] ",2,FREVZEDITA1,1458906,22,True,True,False,False,False,False,True,"",True,"",Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,"",,"","",2022-11-22,False
SMEG Développement,"","",evZen | FR*EVZ,support@evzen.com,+33123456789,CARF - Bornes Publiques,Non concerné,593330,CARF - Bornes Publiques/816CEDC2-FF5E-4942-B617-CD0569448D2F,Parking public,"182  Avenue de Saint-Antoine, Castellar  06500  France",""," [7.497872 , 43.806605] ",2,FREVZECOTE1,1446818,22,True,True,False,False,False,False,True,"",True,"",Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,"",,"","",2022-10-25,False
SMEG Développement,"","",evZen | FR*EVZ,support@evzen.com,+33123456789,CARF - Bornes Publiques,Non concerné,593330,CARF - Bornes Publiques/816CEDC2-FF5E-4942-B617-CD0569448D2F,Parking public,"182  Avenue de Saint-Antoine, Castellar  06500  France",""," [7.497872 , 43.806605] ",2,FREVZECRAY1,1446821,22,True,True,False,False,False,False,True,"",True,"",Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,"",,"","",2022-10-25,False
SMEG Développement,"","",evZen | FR*EVZ,support@evzen.com,+33123456789,CARF - Bornes Publiques,Non concerné,674621,CARF - Bornes Publiques/81878BD6-4B78-4DBE-94AD-872F818E1194,Parking public,"  Route de Menton, Sospel  06380  France",""," [7.449385 , 43.876103] ",2,FREVZEUTKU1,1622702,22,True,True,False,False,False,False,True,"",True,"",Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,"",,"","",2022-12-12,False
SMEG Développement,"","",evZen | FR*EVZ,support@evzen.com,+33123456789,CARF - Bornes Publiques,Non concerné,674621,CARF - Bornes Publiques/81878BD6-4B78-4DBE-94AD-872F818E1194,Parking public,"  Route de Menton, Sospel  06380  France",""," [7.449385 , 43.876103] ",2,FREVZENYDA1,1622699,22,True,True,False,False,False,False,True,"",True,"",Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,"",,"","",2022-12-12,False
SMEG Développement,"","",evZen | FR*EVZ,support@evzen.com,+33123456789,CARF - Bornes Publiques,Non concerné,683240,CARF - Bornes Publiques/87BFBA33-19FC-42C0-AAA8-223154A083C8,Parking public,"  Quai de la Roya, Fontan  06540  France",""," [7.554498 , 44.002431] ",2,FREVZEEVAR1,1653464,22,True,True,False,False,False,False,True,"",True,"",Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,"",,"","",2022-12-30,False
SMEG Développement,"","",evZen | FR*EVZ,support@evzen.com,+33123456789,CARF - Bornes Publiques,Non concerné,683240,CARF - Bornes Publiques/87BFBA33-19FC-42C0-AAA8-223154A083C8,Parking public,"  Quai de la Roya, Fontan  06540  France",""," [7.554498 , 44.002431] ",2,FREVZEEVVA1,1653467,22,True,True,False,False,False,False,True,"",True,"",Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,"",,"","",2022-12-30,False
SMEG Développement,"","",evZen | FR*EVZ,support@evzen.com,+33123456789,CARF - Bornes Publiques,Non concerné,674618,CARF - Bornes Publiques/8A492B9B-057C-4B3A-8020-E5835B62CF39,Parking public,"49  Route de Sospel, Menton  06500  France",""," [7.49197 , 43.79061] ",2,FREVZELANZ1,1622693,22,True,True,False,False,False,False,True,"",True,"",Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,"",,"","",2022-12-01,False
SMEG Développement,"","",evZen | FR*EVZ,support@evzen.com,+33123456789,CARF - Bornes Publiques,Non concerné,674618,CARF - Bornes Publiques/8A492B9B-057C-4B3A-8020-E5835B62CF39,Parking public,"49  Route de Sospel, Menton  06500  France",""," [7.49197 , 43.79061] ",2,FREVZELENA1,1622696,22,True,True,False,False,False,False,True,"",True,"",Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,"",,"","",2022-12-01,False
SMEG Développement,"","",evZen | FR*EVZ,support@evzen.com,+33123456789,CARF - Bornes Publiques,Non concerné,377778,CARF - Bornes Publiques/8C44E3B4-E0FC-406A-A255-BBA4F44A6DBC,Parking public,"50  Promenade de la Mer, Menton  06500  France",""," [7.513379 , 43.781903] ",7,FREVZEBELL1,1468752,22,True,True,False,False,False,True,True,"",True,"",Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,"",,"","",2022-12-01,False
SMEG Développement,"","",evZen | FR*EVZ,support@evzen.com,+33123456789,CARF - Bornes Publiques,Non concerné,377778,CARF - Bornes Publiques/8C44E3B4-E0FC-406A-A255-BBA4F44A6DBC,Parking public,"50  Promenade de la Mer, Menton  06500  France",""," [7.513379 , 43.781903] ",7,FREVZEBABE1,899394,22,True,True,False,False,False,True,True,"",True,"",Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,"",,"","",2022-12-01,False
SMEG Développement,"","",evZen | FR*EVZ,support@evzen.com,+33123456789,CARF - Bornes Publiques,Non concerné,377796,CARF - Bornes Publiques/8CF2C967-C80C-4463-B4BE-A2D9C79A1A2A,Parking public,"  Avenue de la Paix, Roquebrune-Cap-Martin  06190  France",""," [7.479481 , 43.76015] ",4,FREVZEENAK1,899487,22,True,True,False,False,False,True,True,"",True,"",Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,"",,"","",2022-10-17,False
SMEG Développement,"","",evZen | FR*EVZ,support@evzen.com,+33123456789,CARF - Bornes Publiques,Non concerné,377796,CARF - Bornes Publiques/8CF2C967-C80C-4463-B4BE-A2D9C79A1A2A,Parking public,"  Avenue de la Paix, Roquebrune-Cap-Martin  06190  France",""," [7.479481 , 43.76015] ",4,FREVZEELMI1,899478,22,True,True,False,False,False,True,True,"",True,"",Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,"",,"","",2022-10-17,False
SMEG Développement,"","",evZen | FR*EVZ,support@evzen.com,+33123456789,CARF - Bornes Publiques,Non concerné,612871,CARF - Bornes Publiques/97BBD38A-F72F-4418-9160-266374714746,Parking public,"  Promenade du Maréchal Leclerc de Hautecloque, Menton  06500  France",""," [7.494254 , 43.781006] ",2,FREVZESALY1,1512916,22,True,True,False,False,False,False,True,"",True,"",Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,"",,"","",2022-11-16,False
SMEG Développement,"","",evZen | FR*EVZ,support@evzen.com,+33123456789,CARF - Bornes Publiques,Non concerné,612871,CARF - Bornes Publiques/97BBD38A-F72F-4418-9160-266374714746,Parking public,"  Promenade du Maréchal Leclerc de Hautecloque, Menton  06500  France",""," [7.494254 , 43.781006] ",2,FREVZESERY1,1512919,22,True,True,False,False,False,False,True,"",True,"",Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,"",,"","",2022-11-16,False
SMEG Développement,"","",evZen | FR*EVZ,support@evzen.com,+33123456789,CARF - Bornes Publiques,Non concerné,593345,CARF - Bornes Publiques/A9959385-D59F-405F-A090-FB4F879C498D,Parking public,"32  Square Sainte-Agnès, Sainte-Agnès  06500  France",""," [7.462256 , 43.799141] ",2,FREVZELYTE1,1446851,22,True,True,False,False,False,False,True,"",True,"",Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,"",,"","",2022-10-25,False
SMEG Développement,"","",evZen | FR*EVZ,support@evzen.com,+33123456789,CARF - Bornes Publiques,Non concerné,593345,CARF - Bornes Publiques/A9959385-D59F-405F-A090-FB4F879C498D,Parking public,"32  Square Sainte-Agnès, Sainte-Agnès  06500  France",""," [7.462256 , 43.799141] ",2,FREVZELORE1,1446848,22,True,True,False,False,False,False,True,"",True,"",Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,"",,"","",2022-10-25,False
SMEG Développement,"","",evZen | FR*EVZ,support@evzen.com,+33123456789,CARF - Bornes Publiques,Non concerné,674615,CARF - Bornes Publiques/B2B81770-2D82-4B37-ADDC-1932D36E3B86,Parking public,"  Place Saint Martin, La Brigue  06430  France",""," [7.613763 , 44.063215] ",2,FREVZETREG1,1622690,22,True,True,False,False,False,False,True,"",True,"",Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,"",,"","",2022-12-01,False
SMEG Développement,"","",evZen | FR*EVZ,support@evzen.com,+33123456789,CARF - Bornes Publiques,Non concerné,674615,CARF - Bornes Publiques/B2B81770-2D82-4B37-ADDC-1932D36E3B86,Parking public,"  Place Saint Martin, La Brigue  06430  France",""," [7.613763 , 44.063215] ",2,FREVZETREA1,1622687,22,True,True,False,False,False,False,True,"",True,"",Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,"",,"","",2022-12-01,False
SMEG Développement,"","",evZen | FR*EVZ,support@evzen.com,+33123456789,CARF - Bornes Publiques,Non concerné,377811,CARF - Bornes Publiques/C361F4BD-F52E-42FB-B2FF-0CF97C15E3C0,Parking public,"  Rue de l'Amendola, La Turbie  06320  France",""," [7.400442 , 43.739492] ",4,FREVZEREID1,899547,22,True,True,False,False,False,True,True,"",True,"",Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,"",,"","",2022-11-04,False
SMEG Développement,"","",evZen | FR*EVZ,support@evzen.com,+33123456789,CARF - Bornes Publiques,Non concerné,377811,CARF - Bornes Publiques/C361F4BD-F52E-42FB-B2FF-0CF97C15E3C0,Parking public,"  Rue de l'Amendola, La Turbie  06320  France",""," [7.400442 , 43.739492] ",4,FREVZEODIS1,899544,22,True,True,False,False,False,True,True,"",True,"",Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,"",,"","",2022-11-04,False
SMEG Développement,"","",evZen | FR*EVZ,support@evzen.com,+33123456789,CARF - Bornes Publiques,Non concerné,674606,CARF - Bornes Publiques/E1BA5D9F-F149-4592-A062-C3C49C04FDE6,Parking public,"  Avenue du Général de Gaulle, La Brigue  06430  France",""," [7.616321 , 44.063348] ",2,FREVZELOID1,1622669,22,True,True,False,False,False,False,True,"",True,"",Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,"",,"","",2022-12-12,False
SMEG Développement,"","",evZen | FR*EVZ,support@evzen.com,+33123456789,CARF - Bornes Publiques,Non concerné,674606,CARF - Bornes Publiques/E1BA5D9F-F149-4592-A062-C3C49C04FDE6,Parking public,"  Avenue du Général de Gaulle, La Brigue  06430  France",""," [7.616321 , 44.063348] ",2,FREVZELOIG1,1622672,22,True,True,False,False,False,False,True,"",True,"",Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,"",,"","",2022-12-12,False
SMEG Développement,"","",evZen | FR*EVZ,support@evzen.com,+33123456789,CARF - Bornes Publiques,Non concerné,612874,CARF - Bornes Publiques/F622865D-1C4A-4DDC-B791-7172191D0857,Parking public,"  Rue des Métiers, Breil-sur-Roya  06540  France",""," [7.516805 , 43.943967] ",2,FREVZEMALE1,1512925,22,True,True,False,False,False,False,True,"",True,"",Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,"",,"","",2022-11-04,False
SMEG Développement,"","",evZen | FR*EVZ,support@evzen.com,+33123456789,CARF - Bornes Publiques,Non concerné,612874,CARF - Bornes Publiques/F622865D-1C4A-4DDC-B791-7172191D0857,Parking public,"  Rue des Métiers, Breil-sur-Roya  06540  France",""," [7.516805 , 43.943967] ",2,FREVZEMALA1,1512922,22,True,True,False,False,False,False,True,"",True,"",Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,"",,"","",2022-11-04,False
